game_title,dev_team,platforms,primary_tags,keywords,game_summary,rake_summary,lemma_summary
Super Mario 3D World,['nintendo'],['nintendo64'],"['platform', 'singleplayer', 'multiplayer', 'cooperative', 'action', '2d', 'adventure', 'game', 'player', 'character', 'time', 'series', 'feature', 'enemy', 'mario', 'action', 'land', 'follow', 'attack', 'level', 'unique', 'super', 'nintendo', 'build', 'item', 'multiplayer', 'start', 'previous', 'reveal', 'introduce', 'installment', 'reach', 'title']","['unofficial', 'mario', 'rom hack', 'fangame', 'luigi', 'character mod', 'playable character - luigi', 'playable character - toad', 'playable character - princess peach']","Super Mario 3D World is a 3D platformer action game for the Wii U, and a follow-up of the Nintendo 3DS installment Super Mario 3D Land. The game builds upon the previous installment, following a similar 3D level-design convention inspired from the 2D platformer titles where players must navigate through a linear-designed level within a time limit to reach a level's Goal Pole. One key aspect introduced in this title is the simultaneous multiplayer: while not the first game in the series to do so, it is the first 3D title in the Mario series to incorporate up to four players cooperating with each other to reach the goal. Players can select their character from a pool of playable characters prior to starting the game, and each of these characters have their own unique playstyle that gives them advantages and disadvantages over other characters. The game makes use of several Wii U exclusive features, such as tapping blocks with the touch screen on the GamePad and blowing into the mic to reveal hidden items and blow away enemies. Various new power-ups are introduced in this title, with the trademark suit being the Cat power-up, which enables characters to perform a melee attack, climb up walls, and leap while midair, as well as the game generally having a cat-based theme.",nintendo installment super mario land wii exclusive feature super mario key aspect introduce platformer action game,super mario platformer action game wii followup nintendo installment super mario land game build previous installment follow leveldesign convention inspire platformer title player navigate lineardesigned level time limit reach level goal pole key aspect introduce title simultaneous multiplayer game series title mario series incorporate player cooperate reach goal player select character pool playable character prior start game character unique playstyle advantage disadvantage character game wii exclusive feature tap block touch screen gamepad blowing mic reveal hidden item blow enemy powerups introduce title trademark suit cat powerup enable character perform melee attack climb wall leap midair game catbased theme
Stranger of Paradise: Final Fantasy Origin,"['teamninja', 'squareenix']","['pc', 'playstation4', 'xboxone', 'playstation5', 'xboxseriesx|s']","['aliens', 'postapocalyptic', 'swordsorcery', 'multiplayer', 'elves', 'adventure', 'femaleprotagonist', 'drama', 'turnbasedstrategy', 'tactical', 'action', 'historical', 'singleplayer', 'warfare', 'survival', 'assassin', 'sandbox', 'sciencefiction', 'anime', 'jrpg', 'rpg', 'openworld', 'cooperative', 'multipleendings', 'strategy', 'difficult', 'turnbased', 'brawler', 'fantasy', 'battle', 'dark', 'defeat', 'light', 'fantasy', 'chaos']",[],"Jack and his allies, Ash and Jed, burn with resolve to defeat Chaos as they throw open the gates to the Chaos Shrine. Yet doubts remain—are they truly the Warriors of Light the prophecy foretold?
Step into a world of dark fantasy and revel in the exhilarating, action-packed battles!",doubt remain,jack ally ash jed burn resolve defeat chaos throw gate chaos shrine doubt remain--are warrior light prophecy foretold step dark fantasy revel exhilarating actionpacked battle
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,"['birdstudio', 'squareenix']","['pc', 'playstation4', 'xboxone', 'nintendoswitch', 'googlestadia']","['anime', 'singleplayer', 'adventure', 'jrpg', 'action', 'fantasy', 'game', 'character', 'story', 'battle', 'feature', 'adventure', 'gameplay', 'ability', 'hero', 'save', 'original', 'version', 'leave', 'learn', 'live', 'fate', 'protagonist', 'rpg', 'classic', 'truth', 'village']","['anime', 'jrpg', 'roaming encounters', 'turn-based combat', 'definitive edition']","Ready for a grand adventure filled with memorable characters, an enchanting story and classic RPG gameplay that can be taken on the go? This definitive version of the critically acclaimed game features the same sprawling content of the original, but with newly added character-specific stories, fully orchestrated field and battle music, and the ability to switch between not only between HD and retro-inspired 16-bit visuals, but also Japanese and English voice track. A young man who lives in the calm village of Ishi. The protagonist, who began a coming-of-age ceremony when he turned 16, learns an astonishing truth. He is the reincarnation of the “hero” that once saved the world, someone who carries the burden of a major mission…

In order to confirm his fate with his own eyes, the protagonist leaves his hometown and steps forward to the vast world.",critically acclaimed game feature,ready grand adventure memorable character enchant story classic rpg gameplay definitive version critically acclaimed game feature sprawling content original newly add characterspecific story orchestrate field battle music ability switch hd retroinspired bit visuals japanese english voice track live calm village ishi protagonist comingofage ceremony learn astonishing truth reincarnation hero save carry burden major mission... confirm fate eye protagonist leave hometown step vast
Luigi's Mansion,"['gradiente', 'nintendoead']",['nintendogamecube'],"['puzzle', 'comedy', 'horror', 'singleplayer', 'multiplayer', 'splitscreen', 'cooperative', 'action', 'adventure', 'mario', 'level', 'star', 'learn', 'role', 'shadow', 'capture']","['ghosts', '3d', 'death', 'action-adventure', 'darkness', 'boss fight', 'single-player only', 'platform exclusive', ""protagonist's name in the title"", 'polygonal 3d', 'launch titles', 'descendants of other characters', 'save point', 'treasure chest', 'stereoscopic 3d', 'invisible enemy', 'ghostbusting', 'fan service', 'new game plus', 'italian accent', 'exorcism', 'reluctant hero', 'greatest hits', 'e3 2001', 'male protagonist', 'nintendo gateway system', 'interconnected-world', ""player's choice""]","Luigi steps out from the shadow of his brother Mario and into the gloomy shadows of a very haunted house in this, his first-ever starring role. When Luigi learns that he's the proud new owner of a creepy old mansion, he's thrilled. Of course, his feelings immediately shift when his brother, the storied Mario, disappears from the house. Now, you'll have to help Luigi track his brother down, making your way through expansive 3D levels. Each stage is packed with ghosts and ghouls to put you on edge; and you'll be armed with a flashlight and a vacuum cleaner to help you capture your foes. Armed with a flashlight and a customized vacuum cleaner, Luigi must rid the mansion of Boos and ghouls -- and find his missing brother to boot!",,luigi step shadow brother mario gloomy shadow haunted house firstever star role luigi learn owner creepy mansion thrill feeling shift brother storied mario disappear house luigi track brother expansive level stage pack ghost ghoul edge arm flashlight vacuum clean capture foe arm flashlight customized vacuum clean luigi rid mansion boo ghoul brother boot
Shin Megami Tensei IV,"['sega', 'atlus']",['nintendo3ds'],"['sciencefiction', 'postapocalyptic', 'anime', 'horror', 'singleplayer', 'multiplayer', 'adventure', 'rpg', 'cooperative', 'multipleendings', 'action', 'elves', 'stealth', 'turnbased', 'fantasy', 'player', 'story', 'kingdom', 'fate', 'style', 'survivor', 'demon', 'title', 'design', 'army']","['ghosts', 'post-apocalyptic', 'anime', 'orcs', 'cyberpunk', 'immortality', 'vampire', 'samurai', 'turn-based', 'summoning support', 'elves', 'mythology', 'multiple endings', 'dialogue trees', 'pixel art', 'dwarves', 'sequel', 'silent protagonist', 'trolls', 'ogres', 'genie', 'students', 'rivaling factions', 'nintendo power', 'polygonal 3d', 'psone classics', 'goblins', 'corpse', 'centaurs', 'minotaurs', 'stereoscopic 3d', 'moral decisions', 'branching storyline', 'using dialogue to avoid combat', 'e3 2016', 'black market', 'fusion', 'rock music', 'combat dialogue', 'order and chaos', 'summoners', 'alternate reality', 'not-so-bad guys', 'villain turned good', 'new protagonist in sequel', 'in-game e-mail', 'gnome', 'demon hunter', 'battle screen', 'monster capturing', 'ghoul', 'petrification', 'phoenix', 'archangel', 'poltergeist', 'berserkers', 'reincarnation', 'no wrong choice', 'tragic hero', 'negotiation', 'hero turned evil', 'armageddon', 'monsters that look suspiciously like genitalia', 'demonic protagonist', 'tragic villain', 'lunar cycle']","Building on the styles of ATLUS' Persona, Devil Summoner, and Devil Survivor titles, SMTIV is the first true successor to 2004's Shin Megami Tensei: Nocturne. The story of SMTIV revolves around the Samurai, the sacred protectors of the Eastern Kingdom of Mikado. As a newly appointed Samurai, players will struggle with factions that have nefarious designs on the world as they defend their home kingdom from a growing army of demons. Decisions players make throughout the course of the story will have lasting repercussions, as the fate of the world hangs in the balance.",decision player,building style atlus persona devil summoner devil survivor title smtiv true successor shin megami tensei nocturne story smtiv revolves samurai sacred protector eastern kingdom mikado newly appoint samurai player struggle faction nefarious design defend kingdom grow army demon decision player story lasting repercussion fate hang balance
Mega Man X,"['hyundai', 'capcom']",['ios'],"['shooter', 'postapocalyptic', 'puzzle', 'sciencefiction', 'platform', 'singleplayer', 'multiplayer', 'sidescrolling', 'anime', 'multipleendings', 'action', '2d', 'adventure', 'series', 'force', 'life', 'create', 'release', 'human', 'race', 'change', 'planet', 'light', 'fate', 'dr', 'future', 'design']",[],"Near the end of his life, Dr. Light succeeds in creating the first of a new series of robots which will change the world. Able to think and make decisions, this new robot holds great danger as well as great possibilities. Fearful of the possible consequences of unleashing his creation on the world, Dr. Light decides to seal him in a capsule and test his systems until they are totally reliable. The future will have to decide his fate...

Released from the capsule by Dr. Cain, ""X"" is born into the world of the future where the robot rebellions are a thing of the past. But when Dr. Cain tries to implement Dr. Light's designs into a new series of Reploids, something goes hideously wrong. Now the future lies on the brink of destruction and a new Mega Man must emerge to face Sigma and his forces before the human race is wiped from the planet!",mega emerge robot hold danger hideously wrong,life dr light succeed create series robot change decision robot hold danger possibility fearful consequence unleash creation dr light decides seal capsule totally reliable future decide fate release capsule dr cain bear future robot rebellion dr cain implement dr light design series reploids hideously wrong future lie brink destruction mega emerge sigma force human race wipe planet
LEGO Star Wars: The Complete Saga,"['lucasarts', ""traveller'stales""]","['wii', 'pc', 'playstation3', 'xbox360', 'mac', 'android', 'ios']","['sciencefiction', 'aliens', 'comedy', 'platform', 'singleplayer', 'multiplayer', 'cooperative', 'action', 'kids', 'adventure', 'game', 'character', 'story', 'play', 'dark', 'war', 'combat', 'level', 'team', 'defeat', 'star', 'challenge', 'puzzle', 'complete', 'epic', 'choose', 'solve']","['aliens', 'ghosts', 'gravity', 'robots', 'star wars', 'flight', 'steam', 'multiple protagonists', 'based on - movie', 'achievements', 'princess', 'kid friendly', 'snow', 'high score', 'boss fight', 'explosion', 'licensed game', 'playstation trophies', 'alternate costumes', 'customizable characters', '60 fps on consoles', 'character select screen', 'polygonal 3d', 'shopping', 'motion control', 'humble bundle', 'pregnancy', 'based on - brand', 'character creation', 'melee', 'grapple', 'stormtrooper', 'games with gold', 'wilhelm scream', 'liberation', 'rpg elements', 'respawning', 'galactic civil war', 'destructible environment', 'planet jumping', 'villain', 'changing sides', 'xbox one backwards compatibility', 'tie-in', 'games on demand', 'drop-in drop-out', 'x-wing', 'playable boss', 'on-the-fly character switching', 'fictional currencies', 'impossible to lose', 'respawn justification', 'bounty hunting', 'evil empire', 'hero turned evil', 'planet destruction', 'galactic empire', 'sixaxis support', 'e3 2007', 'b-wing']","Play through a fun Star Wars galaxy that combines the endless customization of LEGO with the epic story from all six episodes of Star Wars. This is the definitive LEGO Star Wars comprising the first two games and expanding them with new characters, enhanced visuals, and more bonus levels than you can shake a lightsaber at.

LEGO Star Wars: The Complete Saga is a family-friendly game, which is both funny and challenging. Pick and choose your characters wisely to engage in combat, solve puzzles and work together as a team to defeat the dark side.",definitive lego star war comprise fun star war galaxy,play fun star war galaxy combine endless customization lego epic story episode star war definitive lego star war comprise game expand character enhance visuals bonus level shake lightsaber lego star war complete saga familyfriendly game funny challenge pick choose character wisely engage combat solve puzzle team defeat dark
Xenoblade Chronicles 3: Future Redeemed,"['monolithsoft', 'nintendo']",['nintendoswitch'],"['sciencefiction', 'aliens', 'singleplayer', 'jrpg', 'rpg', 'openworld', 'adventure', 'action', 'exploration', 'sandbox', 'fantasy', 'story', 'original']",['jrpg'],A new original story scenario for Xenoblade Chronicles 3.,original story scenario,original story scenario xenoblade chronicle
Spec Ops: The Line,"['missinglinkgames', 'yagerdevelopment']","['linux', 'pc', 'playstation3', 'xbox360', 'mac']","['shooter', 'postapocalyptic', 'singleplayer', 'multiplayer', 'warfare', 'multipleendings', 'action', 'elves', 'stealth', 'adventure', 'game', 'player', 'character', 'story', 'city', 'enemy', 'force', 'action', 'follow', 'team', 'leave', 'lead', 'attempt', 'people', 'survive', 'heart', 'lose', 'send', 'shooter', 'army']","['modern warfare', 'helicopter', 'basketball', 'bloody', 'murder', 'shark', 'military', 'goat', 'steam', 'bird', 'achievements', 'multiple endings', 'special forces', 'online', 'hostages', 'building', 'artificial intelligence', 'torture', 'tank', 'camera', 'racism', 'over the shoulder', 'level selection', 'airplane', 'darkness', 'explosion', 'steam achievements', 'digital distribution', 'xbox controller support for pc', 'steam cloud', 'steam leaderboards', 'playstation trophies', 'modern military', 'voice acting', 'bink video', 'polygonal 3d', 'breaking the fourth wall', 'licensed soundtrack', 'collectibles', 'motion blur', 'wasd movement', 'white noise', 'fake in-game advertising', 'corpse', 'retail games with steam activation', 'playstation plus', 'checkpoints', 'moral decisions', 'downloadable content', 'melee', 'kill feed', 'a.i. companion', 'betrayal', 'difficulty level', 'audio logs', 'vending machine interaction', 'post-credits plot twist', 'rock music', 'conveyor belt', 'cover system', 'destructible environment', 'banned', 'central intelligence agency', 'no hud', 'been here before', 'starfish', 'evolving title screen', 'unlockable difficulty level', 'suicide', 'difficulty achievement', 'hallucination', 'game with chapters', 'games on demand', 'squad tactics', 'multiplayer lan', 'plot twist', 'team deathmatch', 'stealth kill', 'banter during gameplay', 'squad based shooter', 'regenerating health', 'compact disc', 'finishing move', 'scripted events', 'aggressive door-opening', 'burning', 'propaganda', 'severed limbs', 'united states army', 'arrival by crash landing', 'context sensitive', 'pax east 2012', 'e3 2012', 'forced slow walking', 'environment as weapons', 'rail shooting segment', 'hero turned evil', 'military jargon', 'e3 2010', 'male protagonist']","A third-person shooter in which three American soldiers led by Capt. Walker are sent to Dubai in order to recover whoever remains of an infantry unit, the 33rd Battalion, until they decide to take action against the militants situated in the city. As they progress, however, the logistical and ethical complexity of their objective deepens, and their perception of themselves, and their enemy, is put into question. The game will follow the story of player character Captain Martin Walker (voiced by Nolan North) as he is sent into a post-apocalyptic Dubai with an elite Delta Force bravo team. Previously, Dubai was a wealthy area with many high profile citizens until catastrophic sandstorms left a majority of the city buried. This caused many to evacuate, leaving only a few behind. One of the people left behind was U.S. Army Colonel John Konrad (a reference to the author of Heart of Darkness, Joseph Conrad), a founding member of Delta Force, who refused to evacuate from a training facility in the city and instead remained behind with the men under his command to help protect the citizens that could not evacuate.

After several weeks of no contact, the Army fears that Col. Konrad and his men are lost to the destruction of the city until a weak distress signal is picked up. This gives the Army reason to deploy the player and their squad, who must infiltrate the city, neutralize outlaws and survive sandstorms as they attempt to determine what happened to Konrad and his men. Through the narrative in the trailer and sound clips from the game's website it is hinted that Konrad may not have entirely genuine motivations for remaining in Dubai against orders.",elite delta force bravo team player character captain martin walker american soldier lead profile citizen army colonel john konrad,thirdperson shooter american soldier lead capt walker send dubai recover remain infantry unit battalion decide action militant situate city progress logistical ethical complexity objective deepens perception enemy question game follow story player character captain martin walker voice nolan north send postapocalyptic dubai elite delta force bravo team dubai wealthy profile citizen catastrophic sandstorm leave majority city bury evacuate leave people leave army colonel john konrad reference author heart darkness joseph conrad founding delta force refuse evacuate training facility city remain command protect citizen evacuate week contact army fear col konrad lose destruction city weak distress signal pick army reason deploy player squad infiltrate city neutralize outlaw survive sandstorm attempt determine happen konrad narrative trailer sound clip game hint konrad genuine motivation remain dubai
The Wolf Among Us,['telltalegames'],"['pc', 'playstation3', 'xbox360', 'mac']","['aliens', 'drama', 'singleplayer', 'multiplayer', 'pointandclick', 'indie', 'adventure', 'strategy', 'action', 'fighting', 'fantasy', 'game', 'character', 'series', 'discover', 'human', 'form', 'creature', 'base', 'dead', 'legend', 'murder']","['anthropomorphism', 'based on - comics']","The Wolf Among Us is a five-episode series from the creators of the 2012 Game of the Year: The Walking Dead. Based on Fables (DC Comics/Vertigo), an award-winning comic book series, it is an often violent, mature and hard-boiled thriller where the characters and creatures of myth, lore and legend are real and exist in our world. As Bigby Wolf - The Big Bad Wolf in human form - you will discover that the brutal, bloody murder of a Fable is just a taste of things to come, in a game series where your every decision can have enormous consequences.",win comic book series,wolf fiveepisode series creator game walk dead base fable dc comicsvertigo awardwinning comic book series violent mature hardboiled thriller character creature myth lore legend real exist bigby wolf bad wolf human form discover brutal bloody murder fable taste game series decision enormous consequence
The Legend of Zelda: Skyward Sword HD,"['nintendo', 'nintendoeadsoftwaredevelopmentgroupno3']",['nintendoswitch'],"['puzzle', 'swordsorcery', 'multiplayer', 'elves', 'adventure', 'femaleprotagonist', 'drama', 'platform', 'sidescrolling', 'action', 'historical', 'singleplayer', 'survival', 'exploration', 'sandbox', 'sciencefiction', 'horror', 'rpg', 'openworld', 'cooperative', 'multipleendings', 'fantasy', 'game', 'feature', 'friend', 'land', 'save', 'island', 'bring', 'link', 'item', 'legend', 'zelda', 'graphic']","['zelda', 'motion controls', 'the legend of zelda']","The Legend of Zelda: Skyward Sword HD is a remaster of the 2011 game Skyward Sword that features enhanced graphics and frame rate. The game now has a standard resolution of 1080p, an intuitive auto-save function and a streamlined item description among other improvements. Born on an island suspended in the sky, a young man called Link accepts his destiny to venture to the world below to save his childhood friend Zelda after being kidnapped and brought to an abandoned land.",link accepts streamline item description game skyward sword,legend zelda skyward sword hd remaster game skyward sword feature enhance graphic frame rate game standard resolution intuitive autosave function streamlined item description improvement bear island suspend sky link accept destiny venture save childhood friend zelda kidnap bring abandon land
Unicorn Overlord,"['atlus', 'vanillaware']","['nintendoswitch', 'playstation5', 'xboxseriesx|s']","['singleplayer', 'warfare', 'rpg', 'strategy', 'realtimestrategy', 'elves', 'exploration', 'fantasy', 'character', 'battle', 'adventure', 'fight', 'experience', 'unique', 'bring', 'human', 'epic', 'fantasy', 'fate', 'rpg', 'style', 'army']",[],"From the masterminds that brought 13 Sentinels: Aegis Rim and Odin Sphere, ATLUS x Vanillaware presents the rebirth of tactical fantasy RPG. Fight against fate and embark on a royal adventure to regain your reign alongside trustworthy allies.

Unicorn Overlord combines the timeless tactical RPG genre with overworld exploration and innovative battle system for a unique epic fantasy experience in the iconic Vanillaware style.

Traverse a vibrant world, assemble units and direct them into exquisitely animated battles. Perform heroic deeds and grow renown throughout the five nations. Cultivate a grand army with over 60 unique characters, from humans and elves to massive beasts and heavenly angels",reign trustworthy ally atlus vanillaware unique epic fantasy experience timeless tactical rpg genre,mastermind bring sentinel aegis rim odin sphere atlus vanillaware rebirth tactical fantasy rpg fight fate embark royal adventure regain reign trustworthy ally unicorn overlord combine timeless tactical rpg genre overworld exploration innovative battle unique epic fantasy experience iconic vanillaware style traverse vibrant assemble unit direct exquisitely animated battle perform heroic deed grow renown nation cultivate grand army unique character human elf massive beast heavenly angel
Grand Theft Auto III,"['transgaminginc', 'taketwointeractive']","['pc', 'playstation2', 'xbox', 'mac', 'playstation4']","['shooter', 'comedy', 'arcade', 'singleplayer', 'multiplayer', 'simulator', 'openworld', 'cooperative', 'multipleendings', 'action', 'assassin', 'racing', 'stealth', 'immersive', 'exploration', 'sandbox', 'adventure', 'game', 'player', 'character', 'time', 'feature', 'city', 'gameplay', 'weapon', 'include', 'kill', 'leave', 'video', 'live', 'epic', 'heart', 'environment', 'dead', 'street', 'steal', 'playstation']","['drugs', 'organized crime', 'ps2', 'street racing', 'gangs', 'building', 'satire', 'gangster', 'crime', 'racism', 'economy', 'sequel', 'silent protagonist', 'day/night cycle', 'yakuza', 'sexual content', 'fake in-game advertising', 'save point', 'side quests', 'real-time combat', 'useable vehicles', 'vending machine interaction', 'mercenary', 'banned', 'in-game radio', 'controversy', 'poverty', 'new protagonist in sequel', 'anarchism', 'sociopathy', 'sex work', 'tailing mission', 'sports cars', 'notoriety system', 'ps2 classics', 'bully mode', 'game developers choice awards 2002']","Featuring a fully 3-D living city, a combination of narrative driven and non-linear gameplay and a completely open environment, Grand Theft Auto III represents a huge leap forward in interactive entertainment. For the first time, players are put at the heart of their very own gangster movie, and let loose in a fully-realised 3 dimensional city, in which anything can happen and probably will.

With a cast of hundreds, 50 plus vehicles, ranging from sports cars to ice cream trucks and from boats to buses, 3 hours of music, including opera, reggae, house, drum and bass, pop and disco, a huge array of street ready weapons and some of the seediest characters in video game history, Grand Theft Auto 3 is a sprawling epic which will show you that sometimes, crime can pay and sometimes it can pay you back. Available now for PlayStation2, Xbox, PC and Macintosh. You've been betrayed and left for dead. Now you're taking revenge, unless the city gets you first. Mob bosses need a favor, crooked cops need help and street gangs want you dead. You'll have to rob, steal and kill just to stay out of serious trouble. Anything can happen out here.",grand theft auto iii represent grand theft auto crook cop realise dimensional city,feature live city combination narrative driven nonlinear gameplay completely environment grand theft auto iii represent huge leap interactive entertainment time player heart gangster movie loose fullyrealised dimensional city happen cast vehicle range sport car ice cream truck boat bus hour music include opera reggae house drum bass pop disco huge array street ready weapon seedy character video game history grand theft auto sprawl epic crime pay pay playstation xbox pc macintosh betray leave dead revenge city mob boss favor crook cop street gang dead rob steal kill stay trouble happen
Fear & Hunger,"['happypaintings', 'mirohaverinen']","['pc', 'mac']","['sciencefiction', 'historical', 'horror', 'singleplayer', 'indie', 'jrpg', 'rpg', 'mystery', 'survival', '2d', 'turnbased', 'sandbox', 'fantasy', 'player', 'set', 'power', 'dark', 'secret', 'horror', 'fantasy', 'survival', 'rpg', 'choose', 'god', 'uncover', 'deep', 'ancient']","['bloody', 'dark', '2d', 'dark fantasy', 'gore', 'atmospheric', 'survival horror', 'nudity', 'dungeon crawler', 'fear', 'sexual content', 'gore system', 'strategic dismemberment', 'roguelite', 'sexual themes', 'sexual violence', 'dungeon']","A dark fantasy survival horror RPG in which players must uncover the secrets of the dungeon of Fear & Hunger. Fear & Hunger is a horror dungeon crawler set in the dark and hopeless dungeons of fear and hunger. Four misfortuned adventurers dwell deeper and deeper to the darkness and uncover the secrets this ancient fortress holds inside. The fortress works as an ancient nexus for different planes of existence. The depths are in an eternal turmoil as both old and new gods struggle for power, it’s up to the players to choose their position and stance in all of this.",misfortuned adventurer dwell deep dark fantasy survival horror rpg horror dungeon crawler set ancient fortress hold,dark fantasy survival horror rpg player uncover secret dungeon fear hunger fear hunger horror dungeon crawler set dark hopeless dungeon fear hunger misfortuned adventurer dwell deep deep darkness uncover secret ancient fortress hold fortress ancient nexus plane existence depth eternal turmoil god struggle power player choose position stance
Devil May Cry 3: Dante's Awakening,"['capcom', 'capcomproductionstudio1']",['playstation2'],"['shooter', 'puzzle', 'platform', 'singleplayer', 'multiplayer', 'horror', 'adventure', 'cooperative', 'action', 'assassin', 'brawler', 'fantasy', 'femaleprotagonist', 'game', 'story', 'set', 'fight', 'play', 'event', 'combat', 'style', 'demon', 'tower']","['martial arts', 'bloody', 'chess', 'prequel', 'guitar playing', 'death', 'steam', 'backtracking', 'easter egg', 'teleportation', 'wall jump', 'rituals', 'boss fight', 'explosion', 'digital distribution', 'playstation trophies', '60 fps on consoles', 'voice acting', 'game title announcer', 'demon invasion', 'polygonal 3d', 'upgradeable weapons', 'original soundtrack release', 'unlockables', 'save point', 'ragdoll physics', 'male antagonist', 'infinite ammo', 'difficulty level', 'multi-phase boss', 'rpg elements', 'mercenary', 'no hud', 'recurring boss', 'unlockable difficulty level', 'game with chapters', 'vore', 'animation canceling', 'speedrun', 'valuable garbage', 'kill streak', 'not-so-bad guys', 'book adaptation', 'heterochromia', 'button mashing', 'in-game moves list', 'new game plus', 'dual wielding', 'surprising character switches', 'working for the enemy', 'superpowers', 'cutscene menu', 'sibling rivalry', 'satanism', 'demon hunter', 'acrobatics', 'counter system', 'anti-villain', 'playable boss', 'adapted to - anime', 'behind the waterfall', 'verticality', 'greatest hits', 'souls as currency', 'fury', 'jester', 'super mode', 'e3 2004', 'male protagonist']","Devil May Cry 3: Dante's Awakening is a prequel to the first Devil May Cry. The game plays very differently from its predecessors, as it puts much more emphasis on style rather than simple demon slaying. As such, combat is much more intense and faster than before. An all-new Style system that allows you to select your fighting style has also been incorporated. Set a decade before the events of the first Devil May Cry in an enchanted tower, Temen-ni-gru, the story centers on the dysfunctional relationship between Dante and his brother Vergil.",devil devil devil,devil dante awaken prequel devil game play predecessor emphasis style simple demon slay combat intense faster allnew style select fight style incorporate set decade event devil enchanted tower temennigru story center dysfunctional relationship dante brother vergil
Paper Mario,"['intelligentsystems', 'gradiente']",['nintendogamecube'],"['sciencefiction', 'comedy', 'platform', 'singleplayer', 'turnbasedstrategy', 'jrpg', 'rpg', 'openworld', 'adventure', 'action', '2d', 'turnbased', 'fantasy', 'character', 'enemy', 'mario', 'save', 'evil', 'meet', 'kingdom', 'element', 'king', 'princess']","['ghosts', 'dinosaurs', 'gravity', 'detective', 'magic', 'mascot', 'turn-based', 'death', '2.5d', 'maze', 'cooking', 'backtracking', 'undead', 'princess', 'blocks', 'dialogue trees', 'slavery', 'easter egg', 'sequel', 'high score', 'yoshi', 'silent protagonist', 'bats', 'turtle', 'boss fight', 'anthropomorphism', 'platform exclusive', 'train level', 'alternate costumes', 'professional wrestler', 'leveling up', 'human', 'polygonal 3d', 'damsel in distress', 'upgradeable weapons', 'breaking the fourth wall', 'transforming boss', 'party system', 'collectibles', 'non-player character', 'save point', 'treasure chest', 'character growth', 'side quests', 'royalty', 'using dialogue to avoid combat', 'melee', 'secret area', 'unbeatable enemies', 'self-referential humor', 'parrot', 'violent plants', 'floating island', 'moving platforms', 'real-time waiting', 'villain', 'recurring boss', 'level cap', 'sleeping', 'tentacles', 'temporary invincibility', 'vore', 'boss assistance', 'evil organization', 'unskippable cutscene', 'fetch quests', 'not-so-bad guys', 'linear gameplay', 'gliding', 'boomerang bros.', 'kidnapping', 'poisoning', 'in-game e-mail', 'fire manipulation', 'resized enemy', 'surprising character switches', 'sleeping enemies', 'battle screen', 'hammer bros.', 'counter system', 'restoration', 'creature compendium', 'foreshadowing', 'moat', 'sealing your own fate', 'hidden room', 'dark second act', 'greatest hits', 'interactive battle system', 'ship deck battle', 'e3 2004', 'interactive achievement awards 2005', 'dinosaur riding', 'nintendo gateway system', 'interconnected-world']","Paper Mario, a turn-based JRPG entry in the Mario franchise with a paper-based aesthetic and platforming elements, sees the titular character working his way through the Mushroom Kingdom's diverse locales and biomes, meeting its inhabitants, fighthing unruly enemies and recruiting an array of companions in order to once again save Princess Peach from the clutches of the evil Koopa King Bowser.",evil koopa king bowser,paper mario turnbased jrpg entry mario franchise paperbased aesthetic platforming element titular character mushroom kingdom diverse locale biome meet inhabitant fighthing unruly enemy recruit array companion save princess peach clutch evil koopa king bowser
The Binding of Isaac: Rebirth,"['edmundmcmillen', 'nicalis', 'inc']",['playstationportable'],"['shooter', 'puzzle', 'arcade', 'horror', 'singleplayer', 'multiplayer', 'drama', 'comedy', 'indie', 'rpg', 'cooperative', 'multipleendings', 'action', 'elves', 'adventure', 'game', 'play', 'explore', 'original', 'level', 'defeat', 'kill', 'evil', 'item', 'base', 'collect', 'boy']","['homebrew', 'unofficial', 'unofficial port']","The Binding of Isaac: Rebirth is a top down, procedurally-generated roguelike game, remade based on the original game The Binding of Isaac. You play as Isaac, a little boy who is chased to the basement by his mother who intends to kill Isaac for her savior. You explore different levels, collect items and try to defeat your mother.. and whatever other evil awaits you. If you die, you restart with none of your items you collected, and you must explore the basement and beyond again.",,binding isaac rebirth procedurallygenerated roguelike game remade base original game binding isaac play isaac boy chase basement mother intend kill isaac savior explore level collect item defeat mother evil awaits die restart item collect explore basement
Ghost Trick: Phantom Detective,['capcom'],"['pc', 'android', 'ios', 'playstation4', 'xboxone', 'nintendoswitch']","['action', 'puzzle', 'singleplayer', 'adventure', 'game', 'player', 'story', 'series', 'discover', 'ability', 'kill', 'develop', 'puzzle', 'nintendo', 'protagonist', 'role', 'solve']",[],"Ghost Trick: Phantom Detective is a puzzle/adventure game for the Nintendo DS and iOS. It was developed mainly by Shu Takumi, the man behind the Ace Attorney Series. Game's story centers on the protagonist Sissel, and his ghost's struggle to discover who he was when he was alive and who killed him. The player assumes the role of this ghost, who has the ability to perform various Ghost Tricks to solve puzzles and navigate the world around him.",perform ghost trick,ghost trick phantom detective puzzleadventure game nintendo ios develop shu takumi ace attorney series game story center protagonist sissel ghost struggle discover alive kill player assume role ghost ability perform ghost trick solve puzzle navigate
